"id","title","author","genre","year","description"
"8014","Up in the Air","Walter Kirn","Fiction;Travel;Contemporary;Business;Media Tie In;Novels;Literature;Adult Fiction;Realistic Fiction;Literary Fiction","2002","A book titled Up in the Air written by Walter Kirn belonging to the Fiction;Travel;Contemporary;Business;Media Tie In;Novels;Literature;Adult Fiction;Realistic Fiction;Literary Fiction genre."
"8015","Thumbsucker","Walter Kirn","Fiction;Young Adult;Young Adult","1999","A book titled Thumbsucker written by Walter Kirn belonging to the Fiction;Young Adult;Young Adult genre."
"8016","Crazy Lady!","Jane Leslie Conly","Realistic Fiction;Young Adult;Fiction;Literature","1995","A book titled Crazy Lady! written by Jane Leslie Conly belonging to the Realistic Fiction;Young Adult;Fiction;Literature genre."
"8017","Be the Person You Want to Find: Relationship and Self-Discovery","Cheri Huber/June Shiver","Psychology;Self Help;Relationships;Nonfiction;Spirituality;Buddhism","1997","A book titled Be the Person You Want to Find: Relationship and Self-Discovery written by Cheri Huber/June Shiver belonging to the Psychology;Self Help;Relationships;Nonfiction;Spirituality;Buddhism genre."
"8018","Making a Change for Good: A Guide to Compassionate Self-Discipline","Cheri Huber","Self Help;Nonfiction;Religion","2007","A book titled Making a Change for Good: A Guide to Compassionate Self-Discipline written by Cheri Huber belonging to the Self Help;Nonfiction;Religion genre."
"8019","The Total Library: Non-Fiction 1922-1986","Jorge Luis Borges/Suzanne Jill Levine/Esther Allen","Nonfiction;Writing","2001","A book titled The Total Library: Non-Fiction 1922-1986 written by Jorge Luis Borges/Suzanne Jill Levine/Esther Allen belonging to the Nonfiction;Writing genre."
"8020","Ficciones","Jorge Luis Borges/John Sturrock/Anthony Kerringan","Fiction;Short Stories;Classics;Magical Realism;Literature;Fantasy;European Literature","1993","A book titled Ficciones written by Jorge Luis Borges/John Sturrock/Anthony Kerringan belonging to the Fiction;Short Stories;Classics;Magical Realism;Literature;Fantasy;European Literature genre."
"8021","Montaigne: Essays","Michel de Montaigne/J.M. Cohen","Philosophy;Writing","1993","A book titled Montaigne: Essays written by Michel de Montaigne/J.M. Cohen belonging to the Philosophy;Writing genre."
"8022","The Complete Works","Michel de Montaigne/Donald M. Frame","Philosophy;Writing","2003","A book titled The Complete Works written by Michel de Montaigne/Donald M. Frame belonging to the Philosophy;Writing genre."
"8023","The Complete Essays","Michel de Montaigne/M.A. Screech","Philosophy;Classics;Writing","1993","A book titled The Complete Essays written by Michel de Montaigne/M.A. Screech belonging to the Philosophy;Classics;Writing genre."
"8024","On Friendship","Michel de Montaigne/M.A. Screech","Philosophy;Nonfiction;Classics;Writing","2005","A book titled On Friendship written by Michel de Montaigne/M.A. Screech belonging to the Philosophy;Nonfiction;Classics;Writing genre."
"8025","To America with Love: Letters from the Underground","Abbie Hoffman/Anita Hoffman","Politics","2000","A book titled To America with Love: Letters from the Underground written by Abbie Hoffman/Anita Hoffman belonging to the Politics genre."
"8026","The Stories (So Far)","Deborah Eisenberg","Short Stories;Fiction;Womens;Literature","1997","A book titled The Stories (So Far) written by Deborah Eisenberg belonging to the Short Stories;Fiction;Womens;Literature genre."
"8027","Hellsing  Vol. 03 (Hellsing  #3)","Kohta Hirano","Sequential Art","2004","A book titled Hellsing  Vol. 03 (Hellsing  #3) written by Kohta Hirano belonging to the Sequential Art genre."
"8028","Hellsing  Vol. 04 (Hellsing  #4)","Kohta Hirano","Sequential Art","2004","A book titled Hellsing  Vol. 04 (Hellsing  #4) written by Kohta Hirano belonging to the Sequential Art genre."
"8029","Verserade tankar","Lennart Hellsing/Fibben Hald","Childrens poetry;Swedish","1999","A book titled Verserade tankar written by Lennart Hellsing/Fibben Hald belonging to the Childrens poetry;Swedish genre."
"8030","Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market","Eric Schlosser","Nonfiction;Politics;Sociology;History;Economics;Writing","2004","A book titled Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market written by Eric Schlosser belonging to the Nonfiction;Politics;Sociology;History;Economics;Writing genre."
"8031","Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises","Andrew Heintzman/Evan Solomon/Eric Schlosser","Food and Drink","2006","A book titled Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises written by Andrew Heintzman/Evan Solomon/Eric Schlosser belonging to the Food and Drink genre."
"8032","Chew on This: Everything You Don't Want to Know About Fast Food","Eric Schlosser/Charles   Wilson","Nonfiction;Food and Drink","2006","A book titled Chew on This: Everything You Don't Want to Know About Fast Food written by Eric Schlosser/Charles   Wilson belonging to the Nonfiction;Food and Drink genre."
"8033","Shaken (Left Behind: The Kids  #23-25)","Jerry B. Jenkins/Tim LaHaye/Chris Fabry","Christian;Fiction;Young Adult;Childrens;Christian Fiction;Apocalyptic","2005","A book titled Shaken (Left Behind: The Kids  #23-25) written by Jerry B. Jenkins/Tim LaHaye/Chris Fabry belonging to the Christian;Fiction;Young Adult;Childrens;Christian Fiction;Apocalyptic genre."
"8034","The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3)","Tim LaHaye/Jerry B. Jenkins","Christian Fiction;Christian;Fiction;Religion;Fantasy;Spirituality;Thriller;Religion","2007","A book titled The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3) written by Tim LaHaye/Jerry B. Jenkins belonging to the Christian Fiction;Christian;Fiction;Religion;Fantasy;Spirituality;Thriller;Religion genre."
"8035","Kingdom Come: The Final Victory (Left Behind  #13)","Tim LaHaye/Jerry B. Jenkins","Christian Fiction;Christian;Fiction;Religion;Fantasy;Religion","2007","A book titled Kingdom Come: The Final Victory (Left Behind  #13) written by Tim LaHaye/Jerry B. Jenkins belonging to the Christian Fiction;Christian;Fiction;Religion;Fantasy;Religion genre."
"8036","John's Story: The Last Eyewitness (The Jesus Chronicles  #1)","Tim LaHaye/Jerry B. Jenkins","Christian Fiction;Christian;Historical","2006","A book titled John's Story: The Last Eyewitness (The Jesus Chronicles  #1) written by Tim LaHaye/Jerry B. Jenkins belonging to the Christian Fiction;Christian;Historical genre."
"8037","Silenced: The Wrath of God Descends (Underground Zealot  #2)","Jerry B. Jenkins","Christian Fiction;Christian;Fiction;Suspense;Science Fiction;Religion;Thriller;Inspirational;Science Fiction","2005","A book titled Silenced: The Wrath of God Descends (Underground Zealot  #2) written by Jerry B. Jenkins belonging to the Christian Fiction;Christian;Fiction;Suspense;Science Fiction;Religion;Thriller;Inspirational;Science Fiction genre."
"8038","Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today)","Augustine of Hippo","Religion","1998","A book titled Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today) written by Augustine of Hippo belonging to the Religion genre."
"8039","A Woman in Berlin: Eight Weeks in the Conquered City: A Diary","Anonymous/Philip Boehm/Hans Magnus Enzensberger","History;Nonfiction;Autobiography","2006","A book titled A Woman in Berlin: Eight Weeks in the Conquered City: A Diary written by Anonymous/Philip Boehm/Hans Magnus Enzensberger belonging to the History;Nonfiction;Autobiography genre."
"8040","The Woman Warrior","Maxine Hong Kingston","Autobiography","1989","A book titled The Woman Warrior written by Maxine Hong Kingston belonging to the Autobiography genre."
"8041","A Woman in Jerusalem","A.B. Yehoshua/Hillel Halkin","Fiction;Cultural","2006","A book titled A Woman in Jerusalem written by A.B. Yehoshua/Hillel Halkin belonging to the Fiction;Cultural genre."
"8042","The Kept Woman","Susan Donovan","Romance;Romance","2006","A book titled The Kept Woman written by Susan Donovan belonging to the Romance;Romance genre."
"8043","My Woman His Wife","Anna J.","Fiction;Adult Fiction","2006","A book titled My Woman His Wife written by Anna J. belonging to the Fiction;Adult Fiction genre."
"8044","Woman Hollering Creek and Other Stories","Sandra Cisneros","Short Stories;Fiction;Poetry;Feminism;Literature;Literary Fiction;Contemporary;Adult Fiction;Anthologies;Adult","1992","A book titled Woman Hollering Creek and Other Stories written by Sandra Cisneros belonging to the Short Stories;Fiction;Poetry;Feminism;Literature;Literary Fiction;Contemporary;Adult Fiction;Anthologies;Adult genre."
"8045","The Bean Trees (Greer Family  #1)","Barbara Kingsolver","Fiction;Contemporary;Literary Fiction;Novels;Adult Fiction;Adult;Classics;Academic","1989","A book titled The Bean Trees (Greer Family  #1) written by Barbara Kingsolver belonging to the Fiction;Contemporary;Literary Fiction;Novels;Adult Fiction;Adult;Classics;Academic genre."
"8046","The Crazyladies of Pearl Street","Trevanian","Fiction;Historical","2006","A book titled The Crazyladies of Pearl Street written by Trevanian belonging to the Fiction;Historical genre."
"8047","The Summer of Katya","Trevanian","Fiction;Mystery;Historical","2005","A book titled The Summer of Katya written by Trevanian belonging to the Fiction;Mystery;Historical genre."
"8048","The Main","Trevanian","Fiction;Mystery;Mystery","2005","A book titled The Main written by Trevanian belonging to the Fiction;Mystery;Mystery genre."
"8049","The Eiger Sanction (Jonathan Hemlock  #1)","Trevanian","Fiction;Thriller;Spy Thriller","2005","A book titled The Eiger Sanction (Jonathan Hemlock  #1) written by Trevanian belonging to the Fiction;Thriller;Spy Thriller genre."
"8050","Time to Learn: How to Create High Schools That Serve All Students","George H. Wood/Theodore R. Sizer","Education;Nonfiction","2005","A book titled Time to Learn: How to Create High Schools That Serve All Students written by George H. Wood/Theodore R. Sizer belonging to the Education;Nonfiction genre."
"8051","Scoop (Occupational Hazards  #1)","Rene Gutteridge","Christian Fiction;Fiction;Christian;Mystery;Humor;Contemporary;Womens Fiction","2006","A book titled Scoop (Occupational Hazards  #1) written by Rene Gutteridge belonging to the Christian Fiction;Fiction;Christian;Mystery;Humor;Contemporary;Womens Fiction genre."
"8052","Brideshead Revisited","Evelyn Waugh","Classics;Fiction;Historical","1982","A book titled Brideshead Revisited written by Evelyn Waugh belonging to the Classics;Fiction;Historical genre."
"8053","Black Mischief","Evelyn Waugh","Fiction;Classics;Cultural","2002","A book titled Black Mischief written by Evelyn Waugh belonging to the Fiction;Classics;Cultural genre."
"8054","The Complete Stories of Evelyn Waugh","Evelyn Waugh","Short Stories;Fiction;Classics;Literature;European Literature","2000","A book titled The Complete Stories of Evelyn Waugh written by Evelyn Waugh belonging to the Short Stories;Fiction;Classics;Literature;European Literature genre."
"8055","Helena","Evelyn Waugh/George Weigel/Amy Welborn","Fiction;Historical","2005","A book titled Helena written by Evelyn Waugh/George Weigel/Amy Welborn belonging to the Fiction;Historical genre."
"8056","Choo Choo (Carry Along Book & Cassette Favorites)","Virginia Lee Burton","Childrens","1989","A book titled Choo Choo (Carry Along Book & Cassette Favorites) written by Virginia Lee Burton belonging to the Childrens genre."
"8057","The Rise of Christianity","Rodney Stark","History;Religion;Nonfiction;Religion","1997","A book titled The Rise of Christianity written by Rodney Stark belonging to the History;Religion;Nonfiction;Religion genre."
"8058","The Rise of Christianity : A Sociologist Reconsiders History","Rodney Stark","History;Religion;Nonfiction;Religion","1996","A book titled The Rise of Christianity : A Sociologist Reconsiders History written by Rodney Stark belonging to the History;Religion;Nonfiction;Religion genre."
"8059","Grand Theft Auto: San Andreas Official Strategy Guide","Rick Barba","Games","2004","A book titled Grand Theft Auto: San Andreas Official Strategy Guide written by Rick Barba belonging to the Games genre."
"8060","Rounding the Mark (Inspector Montalbano  #7)","Andrea Camilleri/Stephen Sartarelli","Mystery;Mystery","2006","A book titled Rounding the Mark (Inspector Montalbano  #7) written by Andrea Camilleri/Stephen Sartarelli belonging to the Mystery;Mystery genre."
"8061","Excursion to Tindari (Inspector Montalbano #5)","Andrea Camilleri/Stephen Sartarelli","Mystery;Mystery","2005","A book titled Excursion to Tindari (Inspector Montalbano #5) written by Andrea Camilleri/Stephen Sartarelli belonging to the Mystery;Mystery genre."
"8062","Voice of the Violin (Inspector Montalbano  #4)","Andrea Camilleri/Stephen Sartarelli","Mystery;Mystery","2004","A book titled Voice of the Violin (Inspector Montalbano  #4) written by Andrea Camilleri/Stephen Sartarelli belonging to the Mystery;Mystery genre."
"8063","Andreas Gursky","Andreas Gursky/Peter Galassi","Art","2002","A book titled Andreas Gursky written by Andreas Gursky/Peter Galassi belonging to the Art genre."
"8064","Moon of the Spider (Diablo  #4)","Richard A. Knaak","Fantasy;Fiction;Horror;Games","2006","A book titled Moon of the Spider (Diablo  #4) written by Richard A. Knaak belonging to the Fantasy;Fiction;Horror;Games genre."
"8065","The Black Road (Diablo #2)","Mel Odom","Fantasy;Fiction;Horror;Games","2002","A book titled The Black Road (Diablo #2) written by Mel Odom belonging to the Fantasy;Fiction;Horror;Games genre."
"8066","Legacy of Blood (Diablo  #1)","Richard A. Knaak","Fantasy;Fiction;Horror;Games","2001","A book titled Legacy of Blood (Diablo  #1) written by Richard A. Knaak belonging to the Fantasy;Fiction;Horror;Games genre."
"8067","The Kingdom of Shadow (Diablo  #3)","Richard A. Knaak","Fantasy;Fiction;Horror;Games","2002","A book titled The Kingdom of Shadow (Diablo  #3) written by Richard A. Knaak belonging to the Fantasy;Fiction;Horror;Games genre."
"8068","Scales of the Serpent (Diablo: The Sin War  #2)","Richard A. Knaak","Fantasy;Fiction;Horror;Games","2007","A book titled Scales of the Serpent (Diablo: The Sin War  #2) written by Richard A. Knaak belonging to the Fantasy;Fiction;Horror;Games genre."
